ID_Pedido,Data_Venda,Categoria,Preco_Unitario,Quantidade,Idade_Cliente
967,2023-01-04 00:00:00,Roupas,214.59036353348597,3.0,22.0
968,2023-05-20 00:00:00,Roupas,"R$ 266,34",1.0,66.0
969,2023-08-10 00:00:00,Eletrônicos,120.81250824713715,1.0,74.0
970,2023-10-26 00:00:00,Beleza,150.56985096471814,2.0,45.0
971,2023-09-13 00:00:00,Eletrônicos,191.33909954689886,2.0,29.0
972,2023-04-29 00:00:00,Casa,,8.0,40.0
973,2023-08-09 00:00:00,Eletrônicos,179.6637808553719,4.0,35.0
974,2023-01-26 00:00:00,Beleza,147.5849546738327,5.0,65.0
975,2023-10-01 00:00:00,Eletrônicos,107.12604215237485,7.0,49.0
976,2023-10-27 00:00:00,Eletrônicos,219.32586732988415,3.0,66.0
977,2023-08-11 00:00:00,Eletrônicos,158.24165264900864,9.0,51.0
978,2023-09-15 00:00:00,Casa,197.8496272533567,4.0,27.0
979,2023-04-25 00:00:00,Eletrônicos,208.3169065662487,7.0,49.0
980,2023-12-18 00:00:00,Roupas,116.97728978769902,6.0,25.0
981,2023-02-08 00:00:00,Roupas,187.82824179336012,3.0,18.0
982,2023-11-01 00:00:00,Alimentos,208.3328003329329,4.0,18.0
983,2023-02-04 00:00:00,Eletrônicos,205.47761998119796,3.0,
984,2023-06-17 00:00:00,Roupas,149.49091381683277,3.0,29.0
985,2023-01-21 00:00:00,ELETRONICOS,166.94952017568002,6.0,54.0
986,2023-12-28 00:00:00,Eletrônicos,100.96175395847743,8.0,23.0
987,2023-05-04 00:00:00,Casa,128.21348412469237,6.0,32.0
988,2023-07-03 00:00:00,Casa,147.1397118485844,8.0,59.0
989,2023-10-22 00:00:00,Eletrônicos,116.10542878698087,8.0,33.0
990,2023-02-27 00:00:00,Roupas,164.13266900115693,2.0,53.0
991,2023-03-11 00:00:00,Roupas,178.3988785110785,,42.0
992,2023-01-12 00:00:00,Roupas,154.3912371186403,5.0,46.0
993,2023-08-26 00:00:00,Eletrônicos,127.11221484245233,4.0,52.0
994,2023-05-02 00:00:00,Beleza,77.51249516332149,1.0,28.0
995,2023-11-19 00:00:00,Eletrônicos,131.99637987694067,4.0,54.0
996,2023-12-16 00:00:00,Roupas,65.17179197688849,6.0,43.0
997,2023-03-24 00:00:00,Eletrônicos,93.5512535902048,3.0,
998,2023-07-19 00:00:00,Eletrônicos,211.39581161047602,3.0,44.0
999,2023-08-14 00:00:00,Alimentos,140.02121482958475,9.0,33.0
1000,2023-03-25 00:00:00,eletronico,62.43951952574143,1.0,55.0
1001,2023-10-31 00:00:00,Alimentos,155.78795353154635,4.0,25.0
1002,2023-07-03 00:00:00,Beleza,92.86289980861628,7.0,37.0
1003,2023-01-10 00:00:00,Alimentos,221.15304698303652,3.0,53.0
1004,2023-04-29 00:00:00,Eletrônicos,120.85795146917201,1.0,21.0
1005,2023-12-27 00:00:00,Alimentos,132.29159293199706,1.0,40.0
1006,2023-02-22 00:00:00,Roupas,165.14211091136565,7.0,56.0
1007,2023-09-12 00:00:00,Casa,195.40001645867886,6.0,69.0
1008,2023-04-29 00:00:00,Roupas,,5.0,71.0
1009,2023-04-24 00:00:00,Casa,56.827856424885965,5.0,19.0
1010,2023-04-04 00:00:00,Casa,157.61283509365725,2.0,43.0
1011,2023-04-12 00:00:00,Roupas,80.76964568334623,4.0,60.0
1012,2023-10-08 00:00:00,Roupas,96.79316964001586,2.0,58.0
1013,2023-12-11 00:00:00,Beleza,147.5208544236243,4.0,49.0
1014,2023-08-19 00:00:00,Casa,115.66464583582109,4.0,25.0
1015,2023-09-30 00:00:00,Alimentos,109.69358673859406,1.0,43.0
1016,2023-02-02 00:00:00,Alimentos,32.51894166331006,9.0,66.0
1017,2023-07-22 00:00:00,Casa,145.24297469003875,8.0,55.0
1018,2023-05-11 00:00:00,Alimentos,215.85808309646922,9.0,37.0
1019,2023-07-05 00:00:00,Eletrônicos,130.22867662482986,2.0,52.0
1020,2023-01-03 00:00:00,Casa,194.32525286699672,9.0,23.0
1021,2023-09-29 00:00:00,Casa,69.28408752120735,4.0,32.0
1022,2023-06-10 00:00:00,Alimentos,"R$ 134,53",7.0,59.0
1023,2023-12-19 00:00:00,Roupas,214.19183784607588,9.0,22.0
1024,2023-05-03 00:00:00,Eletrônicos,148.83701701745827,6.0,46.0
1025,2023-12-25 00:00:00,Beleza,96.94908492122582,8.0,69.0
1026,2023-10-12 00:00:00,Casa,153.9830808683057,6.0,54.0
1027,2023-04-16 00:00:00,Alimentos,179.95965890037212,7.0,31.0
1028,2023-10-06 00:00:00,Casa,25.273805428981206,2.0,31.0
1029,2023-11-01 00:00:00,Eletrônicos,112.91347344952123,7.0,39.0
1030,2023-05-17 00:00:00,Alimentos,"R$ 81,33",3.0,66.0
1031,2023-08-02 00:00:00,Roupas,229.8862075596134,1.0,36.0
1032,2023-03-31 00:00:00,Roupas,149.1017468332832,9.0,52.0
1033,2023-08-10 00:00:00,Alimentos,163.61328831424683,7.0,53.0
1034,2023-05-20 00:00:00,Alimentos,52.78021621799623,3.0,20.0
1035,2023-07-17 00:00:00,Roupas,111.19909971782562,8.0,43.0
1036,2023-09-07 00:00:00,Alimentos,129.23792305142422,7.0,
1037,2023-06-14 00:00:00,Casa,201.01312473484245,3.0,69.0
1038,2023-07-19 00:00:00,Beleza,,9.0,74.0
1039,2023-12-09 00:00:00,Beleza,192.43367983883192,2.0,39.0
1040,2023-10-09 00:00:00,Eletrônicos,114.81032434088024,6.0,60.0
1041,2023-07-22 00:00:00,Alimentos,152.3513485764963,7.0,67.0
1042,2023-04-08 00:00:00,Roupas,266.048462950303,2.0,25.0
1043,2023-08-14 00:00:00,Casa,198.92554886398753,4.0,74.0
1044,2023-11-04 00:00:00,Beleza,208.07339252635563,1.0,41.0
1045,2023-01-02 00:00:00,Beleza,172.99513282208343,2.0,
1046,2023-07-01 00:00:00,Beleza,119.52833428964651,8.0,25.0
1047,2023-02-09 00:00:00,Casa,120.10216871150924,1.0,65.0
1048,2023-02-09 00:00:00,Casa,215.0070368807706,3.0,69.0
1049,2023-12-09 00:00:00,Roupas,"R$ 171,06",1.0,51.0
1050,2023-06-10 00:00:00,Casa,72.55493129157253,4.0,53.0
1051,2023-01-14 00:00:00,Roupas,130.1785147333534,6.0,60.0
1052,2023-02-19 00:00:00,Alimentos,151.52947031986469,3.0,45.0
1053,2023-07-06 00:00:00,Alimentos,185.26595913627978,6.0,71.0
1054,2023-10-20 00:00:00,Eletrônicos,263.4054556365111,7.0,44.0
1055,2023-12-26 00:00:00,Casa,159.79869514794532,9.0,63.0
1056,2023-05-08 00:00:00,Beleza,147.24615488941407,2.0,61.0
1057,2023-10-01 00:00:00,Alimentos,"R$ 116,23",8.0,53.0
1058,2023-09-21 00:00:00,csa,34.271619345293544,7.0,53.0
1059,2023-05-10 00:00:00,Roupas,"R$ 206,38",3.0,73.0
1060,2023-03-24 00:00:00,Beleza,190.6670021255813,3.0,63.0
1061,2023-03-07 00:00:00,Eletrônicos,112.02894709263745,2.0,66.0
1062,2023-08-26 00:00:00,Alimentos,198.98164133119363,6.0,46.0
1063,2023-09-12 00:00:00,Eletrônicos,171.98459287819264,9.0,24.0
1064,2023-08-28 00:00:00,Eletrônicos,187.0345858435755,2.0,59.0
1065,2023-08-13 00:00:00,Alimentos,198.95478898445347,4.0,44.0
1066,2023-07-29 00:00:00,Beleza,134.60693093485915,9.0,67.0
1067,2023-02-01 00:00:00,Beleza,,8.0,53.0
1068,2023-04-09 00:00:00,Alimentos,107.73620138749271,7.0,70.0
1069,2023-07-26 00:00:00,Eletrônicos,183.65195215752644,4.0,73.0
1070,2023-01-29 00:00:00,Beleza,150.69954606547603,2.0,44.0
1071,2023-05-14 00:00:00,Eletrônicos,163.13654491421147,5.0,
1072,2023-01-11 00:00:00,Eletrônicos,,5.0,56.0
1073,2023-03-25 00:00:00,Alimentos,,3.0,52.0
1074,2023-09-22 00:00:00,Alimentos,186.7173759570674,,38.0
1075,2023-07-21 00:00:00,Alimentos,222.85247943645294,1.0,71.0
1076,2023-08-23 00:00:00,Roupas,141.64500236632895,3.0,39.0
1077,2023-03-09 00:00:00,Alimentos,219.79644994757834,7.0,62.0
1078,2023-08-22 00:00:00,Eletrônicos,140.32476852119876,2.0,
1079,2023-01-29 00:00:00,Eletrônicos,209.97191256161886,3.0,43.0
1080,2023-12-24 00:00:00,Alimentos,176.80987351260063,3.0,25.0
1081,2023-02-17 00:00:00,Beleza,86.61076967492234,6.0,29.0
1082,2023-08-07 00:00:00,Alimentos,"R$ 160,74",7.0,25.0
1083,2023-03-27 00:00:00,Beleza,197.62672183226204,4.0,22.0
1084,2023-02-25 00:00:00,Casa,188.6863314241338,1.0,57.0
1085,2023-04-01 00:00:00,Beleza,182.5667913987487,9.0,43.0
1086,2023-06-20 00:00:00,Beleza,167.61934454735214,3.0,29.0
1087,2023-04-27 00:00:00,Casa,110.16634679940844,1.0,39.0
1088,2023-12-15 00:00:00,Roupas,,9.0,41.0
1089,2023-10-16 00:00:00,Casa,114.5466980093207,1.0,44.0
1090,2023-11-28 00:00:00,Beleza,233.19256305089667,,70.0
1091,2023-10-09 00:00:00,Beleza,147.11793088521864,4.0,32.0
1092,2023-06-11 00:00:00,Alimentos,"R$ 131,93",2.0,20.0
1093,2023-05-19 00:00:00,Casa,171.1209013241694,9.0,37.0
1094,2023-09-08 00:00:00,Alimentos,127.18831530750793,3.0,66.0
1095,2023-06-26 00:00:00,Casa,196.70886745559517,6.0,56.0
1096,2023-05-27 00:00:00,Casa,72.77862755437737,2.0,24.0
1097,2023-12-27 00:00:00,Eletrônicos,198.3218673408057,4.0,46.0
1098,2023-03-24 00:00:00,Eletrônicos,103.68427862801656,6.0,57.0
1099,2023-08-10 00:00:00,Roupas,115.07654863450115,4.0,59.0
1100,2023-09-22 00:00:00,Roupas,239.04069971790614,6.0,63.0
1101,2023-08-26 00:00:00,Casa,142.56053807561344,8.0,23.0
1102,2023-01-10 00:00:00,Casa,130.24670747808537,6.0,58.0
1103,2023-05-26 00:00:00,Eletrônicos,165.93272672545055,7.0,58.0
1104,2023-11-10 00:00:00,Roupas,"R$ 199,73",8.0,44.0
1105,2023-08-07 00:00:00,Roupas,143.91780348405152,7.0,26.0
1106,2023-01-04 00:00:00,Beleza,171.6974210157113,5.0,32.0
1107,2023-04-19 00:00:00,Alimentos,178.74685388943666,6.0,48.0
1108,2023-08-24 00:00:00,Casa,191.00023181104294,6.0,74.0
1109,2023-06-30 00:00:00,Beleza,87.61533893338259,2.0,27.0
1110,2023-02-05 00:00:00,Eletrônicos,,4.0,70.0
1111,2023-08-19 00:00:00,Roupas,25.297521174256104,4.0,26.0
1112,2023-05-29 00:00:00,Alimentos,120.46649994458191,9.0,19.0
1113,2023-07-02 00:00:00,Beleza,191.08601052559888,5.0,41.0
1114,2023-03-13 00:00:00,Roupas,138.2964757874776,7.0,18.0
1115,2023-04-19 00:00:00,Beleza,"R$ 111,96",5.0,32.0
1116,2023-07-14 00:00:00,Eletrônicos,,,65.0
1117,2023-01-24 00:00:00,Beleza,62.25634080439811,1.0,40.0
1118,2023-03-02 00:00:00,Eletrônicos,148.85701733629816,2.0,30.0
1119,2023-12-09 00:00:00,Beleza,121.52214021683488,3.0,27.0
1120,2023-07-30 00:00:00,Alimentos,91.40455778311616,8.0,24.0
1121,2023-01-19 00:00:00,roupa,159.89552758012667,9.0,57.0
1122,2023-05-25 00:00:00,Alimentos,273.6945850516934,8.0,20.0
1123,2023-02-11 00:00:00,Beleza,129.85103413322142,1.0,68.0
1124,2023-11-13 00:00:00,Eletrônicos,149.78263662656138,9.0,52.0
1125,2023-04-13 00:00:00,Beleza,143.75613211333044,8.0,62.0
1126,2023-12-28 00:00:00,Alimentos,118.10934832409396,7.0,32.0
1127,2023-06-24 00:00:00,Casa,60.72105842802219,5.0,37.0
1128,2023-06-14 00:00:00,Casa,200.3357287709951,4.0,52.0
1129,2023-07-22 00:00:00,Eletrônicos,182.62332278645385,3.0,43.0
1130,2023-06-09 00:00:00,Casa,146.80930855198562,8.0,40.0
1131,2023-03-02 00:00:00,Alimentos,191.71468360115378,1.0,23.0
1132,2023-01-16 00:00:00,Beleza,93.62269944418529,4.0,54.0
1133,2023-04-19 00:00:00,Beleza,103.72495312870865,7.0,51.0
1134,2023-12-30 00:00:00,Beleza,75.43002403222955,5.0,23.0
1135,2023-06-01 00:00:00,Beleza,132.11959393069242,7.0,24.0
1136,2023-06-18 00:00:00,Alimentos,195.96137054893117,3.0,24.0
1137,2023-06-07 00:00:00,Beleza,205.72170831738697,2.0,72.0
1138,2023-04-13 00:00:00,eletronico,105.40054227607322,4.0,61.0
1139,2023-10-13 00:00:00,Beleza,99999.99,6.0,62.0
1140,2023-06-22 00:00:00,ROUPAS,181.59205863507816,8.0,56.0
1141,2023-05-26 00:00:00,Casa,158.80229941712503,3.0,19.0
1142,2023-12-06 00:00:00,Eletrônicos,148.43796224850547,7.0,36.0
1143,2023-05-07 00:00:00,Casa,"R$ 115,14",3.0,43.0
1144,2023-04-26 00:00:00,csa,147.05211745524932,4.0,45.0
1145,2023-11-18 00:00:00,Casa,63.22611771711689,6.0,65.0
1146,2023-05-17 00:00:00,Roupas,185.1343323265884,5.0,29.0
1147,2023-10-05 00:00:00,Roupas,118.8743743264597,5.0,39.0
1148,2023-08-16 00:00:00,Casa,"R$ 151,60",8.0,37.0
1149,2023-03-19 00:00:00,Beleza,158.06295066210194,1.0,52.0
1150,2023-07-20 00:00:00,Beleza,103.12864246722317,9.0,73.0
1151,2023-11-21 00:00:00,Alimentos,125.9211119526589,3.0,28.0
1152,2023-08-19 00:00:00,Eletrônicos,153.22533644348673,8.0,68.0
1153,2023-06-04 00:00:00,Casa,98.82669153661996,3.0,25.0
1154,2023-03-09 00:00:00,csa,148.01231831396228,3.0,20.0
1155,2023-01-19 00:00:00,Alimentos,121.31275850059119,1.0,34.0
1156,2023-08-10 00:00:00,Beleza,171.5329981662792,6.0,74.0
1157,2023-06-30 00:00:00,Eletrônicos,116.10287088566486,3.0,74.0
1158,2023-03-06 00:00:00,Alimentos,242.57441926299578,3.0,39.0
1159,2023-08-02 00:00:00,Casa,152.9866649724273,9.0,54.0
1160,2023-10-06 00:00:00,Casa,137.38532714318217,8.0,30.0
1161,2023-03-16 00:00:00,ROUPAS,69.48382546137142,9.0,56.0
1162,2023-02-27 00:00:00,Eletrônicos,122.69456718650582,7.0,43.0
1163,2023-04-08 00:00:00,Beleza,186.0255936172045,9.0,61.0
1164,2023-11-06 00:00:00,Beleza,81.77722079812723,7.0,44.0
1165,2023-01-04 00:00:00,Roupas,195.5217835059134,8.0,56.0
1166,2023-05-15 00:00:00,ROUPAS,148.17322770063782,9.0,62.0
1167,2023-02-03 00:00:00,Eletrônicos,189.14729661349168,8.0,56.0
1168,2023-01-13 00:00:00,Beleza,182.25858380149637,1.0,58.0
1169,2023-06-30 00:00:00,Eletrônico ,113.11029839054163,2.0,63.0
1170,2023-03-08 00:00:00,Casa,198.12858017863002,5.0,41.0
1171,2023-01-25 00:00:00,Beleza,133.19225947502375,1.0,45.0
1172,2023-06-03 00:00:00,eletronico,94.3146174182254,3.0,22.0
1173,2023-05-28 00:00:00,Beleza,70.33080237749563,5.0,
1174,2023-05-13 00:00:00,Eletrônicos,195.8817801808973,9.0,
1175,2023-11-26 00:00:00,Beleza,198.53777823505433,2.0,59.0
1176,2023-05-06 00:00:00,Beleza,119.45799878580826,8.0,58.0
1177,2023-06-23 00:00:00,Alimentos,60.669234601799076,5.0,71.0
1178,2023-09-21 00:00:00,Alimentos,202.87336573752486,3.0,58.0
1179,2023-02-26 00:00:00,Eletrônicos,182.59637335736508,5.0,60.0
1180,2023-11-26 00:00:00,ROUPAS,69.52767103135503,2.0,66.0
1181,2023-03-01 00:00:00,Eletrônicos,145.85724108383164,2.0,52.0
1182,2023-12-05 00:00:00,Alimentos,86.44738349441835,2.0,18.0
1183,2023-02-18 00:00:00,Roupas,122.81803236769409,7.0,66.0
1184,2023-04-16 00:00:00,Beleza,142.39543839344856,7.0,
1185,2023-02-20 00:00:00,Casa,128.18466631885124,5.0,18.0
1186,2023-10-22 00:00:00,Beleza,85.07807288179995,8.0,69.0
1187,2023-03-21 00:00:00,Beleza,100.42173032556641,5.0,52.0
1188,2023-04-11 00:00:00,csa,165.78275943109148,1.0,21.0
1189,2023-03-05 00:00:00,Eletrônicos,168.7478002215492,8.0,56.0
1190,2023-08-10 00:00:00,Eletrônicos,206.94467715626064,2.0,51.0
1191,2023-02-08 00:00:00,Casa,171.98390692735404,6.0,27.0
1192,2023-07-16 00:00:00,Roupas,200.73455514281983,1.0,46.0
1193,2023-08-17 00:00:00,Beleza,66.64517420247249,,52.0
1194,2023-10-25 00:00:00,Alimentos,144.0044417670502,6.0,51.0
1195,2023-03-14 00:00:00,Beleza,72.54198857039125,4.0,73.0
1196,2023-11-04 00:00:00,Alimentos,185.49422068068552,1.0,38.0
1197,2023-02-18 00:00:00,Roupas,218.7424312405201,9.0,35.0
1198,2023-12-09 00:00:00,Roupas,174.98218462823115,3.0,32.0
1199,2023-05-31 00:00:00,Casa,98.03158470983601,,
1200,2023-09-26 00:00:00,Beleza,112.96032294878184,2.0,59.0
1201,2023-04-24 00:00:00,Eletrônicos,214.3188447833773,9.0,53.0
1202,2023-02-18 00:00:00,Roupas,157.08010510541996,,48.0
1203,2023-09-22 00:00:00,Eletrônicos,237.05475528615256,5.0,43.0
1204,2023-07-15 00:00:00,Alimentos,163.22430404921585,5.0,44.0
1205,2023-06-02 00:00:00,Alimentos,,3.0,27.0
1206,2023-12-09 00:00:00,Eletrônicos,201.36195106034816,5.0,72.0
1207,2023-12-10 00:00:00,Casa,181.42512747549728,7.0,43.0
1208,2023-01-14 00:00:00,Beleza,"R$ 110,15",7.0,42.0
1209,2023-07-21 00:00:00,roupa,243.45687672913328,2.0,
1210,2023-04-14 00:00:00,Alimentos,169.141804854108,7.0,51.0
1211,2023-03-02 00:00:00,Roupas,170.0811895836219,4.0,35.0
1212,2023-12-14 00:00:00,Casa,161.4409551131755,7.0,50.0
1213,2023-02-26 00:00:00,Eletrônicos,149.6665850020208,7.0,52.0
1214,2023-08-11 00:00:00,Roupas,133.50362538633425,8.0,66.0
1215,2023-06-30 00:00:00,Casa,102.66534618028767,4.0,35.0
1216,2023-01-11 00:00:00,Alimentos,-50.0,9.0,57.0
1217,2023-03-23 00:00:00,Roupas,90.07972681563804,9.0,29.0
1218,2023-07-12 00:00:00,ELETRONICOS,118.33924064990312,2.0,56.0
1219,2023-11-21 00:00:00,Alimentos,219.90060368201972,2.0,32.0
1220,2023-11-07 00:00:00,Alimentos,186.36909742511048,7.0,37.0
1221,2023-05-28 00:00:00,Casa,136.01563848470377,4.0,221.0
1222,2023-10-30 00:00:00,Casa,131.57270127157014,1.0,38.0
1223,2023-09-22 00:00:00,Casa,162.655699560647,8.0,60.0
1224,2023-12-04 00:00:00,Beleza,176.84238458822202,3.0,249.0
1225,2023-01-19 00:00:00,Beleza,"R$ 120,84",7.0,46.0
1226,2023-08-06 00:00:00,Casa,189.24804090873715,1.0,53.0
1227,2023-07-13 00:00:00,Casa,129.7670897040739,2.0,49.0
1228,2023-01-01 00:00:00,Beleza,158.53849076267244,6.0,70.0
1229,2023-05-12 00:00:00,Beleza,120.32931774598936,6.0,63.0
1230,2023-06-23 00:00:00,Casa,163.1957821689853,5.0,47.0
1231,2023-12-04 00:00:00,Alimentos,238.56961757894294,6.0,53.0
1232,2023-08-10 00:00:00,Beleza,105.75855097265689,3.0,70.0
1233,2023-05-24 00:00:00,Beleza,192.55477447150378,7.0,29.0
1234,2023-07-29 00:00:00,Eletrônicos,177.21040269547765,8.0,69.0
1235,2023-09-09 00:00:00,Alimentos,180.41986853280508,2.0,18.0
1236,2023-10-07 00:00:00,Beleza,199.00983703810687,2.0,61.0
1237,2023-02-09 00:00:00,Alimentos,152.49512487736555,2.0,53.0
1238,2023-07-21 00:00:00,Alimentos,184.98640917953978,6.0,32.0
1239,2023-12-18 00:00:00,Roupas,123.06330446575657,8.0,59.0
1240,2023-03-29 00:00:00,Beleza,176.18091889985354,2.0,41.0
1241,2023-03-13 00:00:00,Roupas,66.39379217797413,8.0,58.0
1242,2023-10-09 00:00:00,Roupas,113.95515152905466,3.0,25.0
1243,2023-04-18 00:00:00,Roupas,98.64767264122034,6.0,65.0
1244,2023-04-20 00:00:00,Beleza,"R$ 126,43",6.0,29.0
1245,2023-10-22 00:00:00,Alimentos,85.02564325590428,3.0,
1246,2023-05-26 00:00:00,Alimentos,109.66729186187652,8.0,35.0
1247,2023-07-04 00:00:00,Eletrônicos,131.44374188622845,9.0,34.0
1248,2023-11-20 00:00:00,Beleza,136.12203529995858,3.0,41.0
1249,2023-01-26 00:00:00,Casa,152.52970676610735,5.0,39.0
1250,2023-09-07 00:00:00,Casa,278.9363137249412,,28.0
1251,2023-11-18 00:00:00,Eletrônicos,145.45812400824477,7.0,56.0
1252,2023-02-25 00:00:00,Alimentos,,7.0,59.0
1253,2023-09-09 00:00:00,Alimentos,248.37200369717698,1.0,52.0
1254,2023-07-22 00:00:00,Roupas,149.49655564483683,6.0,49.0
1255,2023-11-11 00:00:00,Casa,128.15789722982524,4.0,72.0
1256,2023-03-18 00:00:00,Alimentos,,4.0,66.0
1257,2023-12-16 00:00:00,Alimentos,157.27010288711656,7.0,47.0
1258,2023-11-29 00:00:00,Casa,219.04330540285463,7.0,68.0
1259,2023-05-09 00:00:00,Eletrônicos,99999.99,5.0,24.0
1260,2023-07-20 00:00:00,Beleza,145.64619794727133,3.0,55.0
1261,2023-04-25 00:00:00,Eletrônicos,129.93855107313033,8.0,25.0
1262,2023-08-27 00:00:00,Casa,"R$ 180,95",8.0,46.0
1263,2023-06-23 00:00:00,Eletrônicos,129.39102853334785,1.0,32.0
1264,2023-11-26 00:00:00,Eletrônicos,154.06778190419266,9.0,62.0
1265,2023-05-07 00:00:00,Alimentos,36.8666750770128,4.0,67.0
1266,2023-10-12 00:00:00,Beleza,194.48966875744622,2.0,35.0
1267,2023-08-31 00:00:00,Alimentos,215.6899970121356,5.0,57.0
1268,2023-06-16 00:00:00,Roupas,169.45405378129217,9.0,41.0
1269,2023-03-01 00:00:00,Beleza,116.3877584427081,4.0,72.0
1270,2023-03-06 00:00:00,Alimentos,96.75676258224034,9.0,22.0
1271,2023-12-25 00:00:00,Casa,72.68799070811689,1.0,26.0
1272,2023-03-21 00:00:00,Roupas,126.17252534467644,8.0,23.0
1273,2023-01-15 00:00:00,Casa,83.54804967592678,1.0,64.0
1274,2023-01-26 00:00:00,Casa,158.67797955231376,6.0,46.0
1275,2023-05-25 00:00:00,ROUPAS,131.24889173207305,1.0,66.0
1276,2023-04-10 00:00:00,Alimentos,,5.0,60.0
1277,2023-12-02 00:00:00,Beleza,154.14283353422437,4.0,45.0
1278,2023-03-28 00:00:00,csa,162.3887954211008,4.0,26.0
1279,2023-03-08 00:00:00,Beleza,264.2738542593015,5.0,71.0
1280,2023-12-05 00:00:00,Beleza,267.0713029490091,9.0,47.0
1281,2023-04-08 00:00:00,Roupas,155.11533613611994,1.0,19.0
1282,2023-11-03 00:00:00,Casa,173.38461572299647,3.0,
1283,2023-03-24 00:00:00,Alimentos,"R$ 193,10",4.0,53.0
1284,2023-09-05 00:00:00,Roupas,146.95784567760313,1.0,22.0
1285,2023-06-18 00:00:00,Roupas,151.23968720812366,1.0,48.0
1286,2023-06-30 00:00:00,Casa,139.31307859147427,7.0,59.0
1287,2023-01-04 00:00:00,Alimentos,"R$ 189,94",2.0,19.0
1288,2023-04-28 00:00:00,Alimentos,158.09439982736427,1.0,45.0
1289,2023-11-01 00:00:00,Casa,99999.99,3.0,72.0
1290,2023-03-13 00:00:00,Casa,103.74512786578671,7.0,36.0
1291,2023-04-12 00:00:00,Casa,128.9523665005184,5.0,36.0
1292,2023-12-22 00:00:00,Beleza,181.2320726321744,2.0,52.0
1293,2023-02-13 00:00:00,Alimentos,238.10825925396705,6.0,61.0
1294,2023-10-07 00:00:00,Roupas,85.24887478697933,5.0,19.0
1295,2023-11-16 00:00:00,Beleza,94.16688902961769,5.0,46.0
1296,2023-03-15 00:00:00,Eletrônicos,127.20813633188268,3.0,73.0
1297,2023-01-24 00:00:00,Roupas,47.9567712565659,3.0,70.0
1298,2023-11-07 00:00:00,Alimentos,"R$ 200,38",4.0,37.0
1299,2023-07-28 00:00:00,Beleza,123.76190771027372,8.0,51.0
1300,2023-05-02 00:00:00,Eletrônicos,"R$ 245,82",3.0,62.0
1301,2023-03-16 00:00:00,Roupas,170.77858619146846,9.0,22.0
1302,2023-08-10 00:00:00,Eletrônicos,274.9090710364983,5.0,71.0
1303,2023-10-24 00:00:00,Alimentos,200.90493122529656,9.0,44.0
1304,2023-12-18 00:00:00,Beleza,110.49164153059857,5.0,54.0
1305,2023-08-14 00:00:00,Eletrônicos,140.9720413818491,5.0,45.0
1306,2023-05-25 00:00:00,Casa,183.67409164018133,7.0,62.0
1307,2023-12-01 00:00:00,Alimentos,32.96892975751466,4.0,28.0
1308,2023-05-16 00:00:00,Alimentos,-50.0,3.0,56.0
1309,2023-07-17 00:00:00,Roupas,222.50420570646713,4.0,69.0
1310,2023-04-23 00:00:00,Beleza,168.58866512213893,5.0,19.0
1311,2023-01-01 00:00:00,Beleza,129.03850257073384,6.0,62.0
1312,2023-11-16 00:00:00,Eletrônicos,215.07932596609857,9.0,-5.0
1313,2023-05-07 00:00:00,Beleza,141.0624903081075,8.0,64.0
1314,2023-04-26 00:00:00,Roupas,144.18129155225947,5.0,
1315,2023-06-19 00:00:00,Roupas,62.52054934837551,7.0,32.0
1316,2023-10-04 00:00:00,Alimentos,230.2907790618425,4.0,45.0
1317,2023-01-25 00:00:00,Casa,135.73018744680707,4.0,56.0
1318,2023-01-19 00:00:00,Casa,74.91064231509533,7.0,52.0
1319,2023-03-03 00:00:00,Eletrônicos,235.9527501373433,1.0,65.0
1320,2023-06-25 00:00:00,Casa,184.8653229438574,7.0,37.0
1321,2023-11-04 00:00:00,Casa,222.4349157995481,4.0,27.0
1322,2023-07-30 00:00:00,Beleza,148.74761628751082,7.0,42.0
1323,2023-07-16 00:00:00,Beleza,98.51454751685836,7.0,21.0
1324,2023-04-14 00:00:00,Beleza,139.48155845261022,7.0,18.0
1325,2023-03-04 00:00:00,Roupas,168.09267292603948,2.0,24.0
1326,2023-09-09 00:00:00,Beleza,137.2692151429487,4.0,34.0
1327,2023-09-25 00:00:00,Casa,"R$ 104,85",4.0,53.0
1328,2023-10-21 00:00:00,Beleza,122.72375545790808,4.0,26.0
1329,2023-01-03 00:00:00,Eletrônicos,168.06206880518783,5.0,50.0
1330,2023-05-19 00:00:00,Alimentos,137.41294696599948,4.0,72.0
1331,2023-08-15 00:00:00,Casa,148.24744165047758,4.0,47.0
1332,2023-10-31 00:00:00,Roupas,163.8937035642396,5.0,70.0
1333,2023-10-30 00:00:00,Eletrônicos,266.9724262518288,6.0,53.0
1334,2023-08-21 00:00:00,CASA,154.2080292179495,5.0,26.0
1335,2023-12-05 00:00:00,Beleza,164.79088981611304,8.0,36.0
1336,2023-05-20 00:00:00,Alimentos,168.98916636345638,,44.0
1337,2023-02-13 00:00:00,Alimentos,83.64610392157043,3.0,19.0
1338,2023-09-12 00:00:00,Roupas,171.00529197506296,9.0,20.0
1339,2023-03-01 00:00:00,Eletrônicos,107.82869233950713,1.0,32.0
1340,2023-10-14 00:00:00,Casa,219.439438396804,7.0,57.0
1341,2023-01-28 00:00:00,ROUPAS,109.14114043577982,9.0,48.0
1342,2023-11-08 00:00:00,Roupas,143.89874157162464,2.0,71.0
